word,On Time (Early),Overdue (Late),log_ratio
sign,2.0916385312540767e-4,1.6035144195277801e-4,-0.38339622503691584
illness,5.925572160423811e-5,4.5382483571540944e-5,-0.38481890110997374
office,8.71147548957829e-5,6.656097590492672e-5,-0.3882405070797988
location,0.007663887396440677,0.005852827631276397,-0.38894257287878525
dot,1.989930949396056e-5,1.5127494523846983e-5,-0.3955453077030322
feeney,1.989930949396056e-5,1.5127494523846983e-5,-0.3955453077030322
instructed,1.989930949396056e-5,1.5127494523846983e-5,-0.3955453077030322
note,8.97679961616443e-5,6.807372535731142e-5,-0.3991031271162213
washer,1.547724071752488e-4,1.1648170783362177e-4,-0.4100448773981473
restored,5.439144595015886e-5,4.084423521438685e-5,-0.4132473094364912
card,1.813048198338629e-5,1.3614745071462284e-5,-0.4132473094364912
hump,3.6703170844416147e-5,2.722949014292457e-5,-0.4307347361653324
period,3.095448143504976e-5,2.2691241785770472e-5,-0.44801272759716787
try,3.095448143504976e-5,2.2691241785770472e-5,-0.44801272759716787
reached,5.173820468429746e-5,3.7818736309617454e-5,-0.45212883606939985
visual,4.55473083972875e-5,3.328048795246336e-5,-0.4526892148066408
right,6.014013535952525e-5,4.386973411915625e-5,-0.4551021523834872
times,6.058234223716882e-5,4.386973411915625e-5,-0.4656713940936746
gate,4.598951527493107e-5,3.328048795246336e-5,-0.46662840576451486
months,2.2994757637465535e-5,1.664024397623168e-5,-0.46662840576451486
description,7.119530730061445e-5,5.143348138107974e-5,-0.46907434312499746
waiting,5.041158405136675e-5,3.630598685723276e-5,-0.4735478197043052
advised,3.3607722700911165e-5,2.420399123815517e-5,-0.4735478197043052
following,1.326620632930704e-4,9.530321550023599e-5,-0.47715907325668433
status,5.085379092901032e-5,3.630598685723276e-5,-0.4861478564839389
closing,2.1225930126891263e-5,1.5127494523846983e-5,-0.48865471209451355
month,2.1225930126891263e-5,1.5127494523846983e-5,-0.48865471209451355
met,7.650178983233726e-5,5.445898028584914e-5,-0.490323532455132
old,4.687392903021821e-5,3.328048795246336e-5,-0.4941091421866219
mary,2.3436964515109105e-5,1.664024397623168e-5,-0.4941091421866219
pull,3.847199835499041e-5,2.722949014292457e-5,-0.49863880066713556
run,2.5647998903326944e-5,1.815299342861638e-5,-0.4986388006671358
season,6.854206603475303e-5,4.840798247631034e-5,-0.5017447115349574
help,8.799916865107003e-5,6.202272754777262e-5,-0.5046929221862851
reports,6.014013535952525e-5,4.2356984666771553e-5,-0.505728225453455
last,6.235116974774308e-5,4.386973411915625e-5,-0.5071906635319412
like,6.942647979004017e-5,4.840798247631034e-5,-0.5202410551523469
environmental,2.609020578097051e-5,1.815299342861638e-5,-0.5233008549014048
talked,3.272330894562403e-5,2.2691241785770472e-5,-0.5281830762811512
add,3.714537772205971e-5,2.571674069053987e-5,-0.5304748877891406
ma,3.714537772205971e-5,2.571674069053987e-5,-0.5304748877891406
follow,2.648819197084972e-4,1.8304268373854849e-4,-0.5331692617749109
roadway,1.0745627126738702e-4,7.412472316685021e-5,-0.5357229657512926
eye,6.367779038067379e-5,4.386973411915625e-5,-0.5375643125754599
temporary,4.2009653376138956e-5,2.8742239595309267e-5,-0.547548401148082
l,3.537655021148544e-5,2.420399123815517e-5,-0.547548401148082
trimmed,2.21103438821784e-5,1.5127494523846983e-5,-0.547548401148082
regarding,1.326620632930704e-4,9.076496714308189e-5,-0.5475484011480825
reference,4.2451860253782526e-5,2.8742239595309267e-5,-0.5626552935382906
green,4.0240825865564684e-5,2.722949014292457e-5,-0.5634899450171037
required,4.0240825865564684e-5,2.722949014292457e-5,-0.5634899450171037
casting,3.3607722700911165e-5,2.2691241785770472e-5,-0.5666572240957868
closed,0.16095755477284937,0.10864264017136425,-0.567089848686383
utility,5.8371307848950976e-5,3.9331485762002156e-5,-0.5695747074780811
sand,2.255255075982197e-5,1.5127494523846983e-5,-0.576117553344853
timely,2.255255075982197e-5,1.5127494523846983e-5,-0.576117553344853
took,4.9969377173723185e-5,3.328048795246336e-5,-0.5863676500386105
neighborhood,4.55473083972875e-5,3.0254989047693966e-5,-0.5901927385565757
overflowing,2.5205792025683374e-5,1.664024397623168e-5,-0.5990787017881641
reach,1.353153045589318e-4,8.925221769069719e-5,-0.6003650995915304
ramp,3.6703170844416147e-5,2.420399123815517e-5,-0.6006597376076448
revised,3.4492136456198305e-5,2.2691241785770472e-5,-0.6041319295144498
currently,1.202802707190505e-4,7.866297152400431e-5,-0.612643429369967
assist,3.0070067679762624e-5,1.9665742881001078e-5,-0.612643429369967
without,4.864275654079248e-5,3.1767738500078665e-5,-0.6146625970066192
neighborhoods,3.4934343333841874e-5,2.2691241785770472e-5,-0.6225104588293046
recently,6.544661789124806e-5,4.2356984666771553e-5,-0.6277187498320653
date,0.07873316573692671,0.05094788880686425,-0.627949123070991
send,9.374785806043642e-5,6.050997809538793e-5,-0.6316126659365566
understand,6.588882476889163e-5,4.2356984666771553e-5,-0.637433904665277
slow,4.2451860253782526e-5,2.722949014292457e-5,-0.6406578055395636
management,6.133409392916288e-4,3.9180210816763686e-4,-0.6465640908977688
swing,3.31655158232676e-5,2.1178492333385777e-5,-0.6470840746989965
roots,2.609020578097051e-5,1.664024397623168e-5,-0.6488317369852638
com,4.510510151964394e-5,2.8742239595309267e-5,-0.6501181347886299
resident,5.4656770076745e-4,3.4793237404848057e-4,-0.6515932832207191
speed,1.892645436314471e-4,1.1950720673839116e-4,-0.6633065444847638
arietta,2.1668137004534833e-5,1.3614745071462284e-5,-0.6704051489336157
get,2.626708853202794e-4,1.6488969030993211e-4,-0.6717551022845591
cut,1.932444055302392e-4,1.2101995619077586e-4,-0.6751816808739559
team,3.7012715658766643e-4,2.3145066621485882e-4,-0.677316276118412
signage,9.463227181572355e-5,5.899722864300323e-5,-0.6816850737996184
previous,2.432137827039624e-5,1.5127494523846983e-5,-0.6850519248980171
queue,2.432137827039624e-5,1.5127494523846983e-5,-0.6850519248980171
compliance,9.507447869336712e-5,5.899722864300323e-5,-0.6884109369879319
making,5.6160273460733134e-5,3.479323740484806e-5,-0.6907430369758726
job,9.772771995922853e-5,6.050997809538793e-5,-0.691594770764789
emailed,4.156744649849539e-5,2.571674069053987e-5,-0.692746316688018
caused,1.6140551033990233e-4,9.984146385739009e-5,-0.692978840669646
resolve,1.0038096122508993e-4,6.202272754777262e-5,-0.6946167889335513
another,6.63310316465352e-5,4.084423521438685e-5,-0.6995514945931323
pressure,1.2293351198491191e-4,7.563747261923491e-5,-0.7007051892095029
replace,3.1971557253629966e-4,1.9665742881001076e-4,-0.7011043301833834
delayed,3.4492136456198305e-5,2.1178492333385777e-5,-0.703667603065364
playground,3.4492136456198305e-5,2.1178492333385777e-5,-0.703667603065364
painted,8.136606548641651e-5,4.9920731928695044e-5,-0.7047881429592792
move,5.439144595015886e-5,3.328048795246336e-5,-0.7087031929626625
intersections,2.4763585148039807e-5,1.5127494523846983e-5,-0.7110471334309616
conditions,4.2451860253782526e-5,2.571674069053987e-5,-0.7231199657315367
cabinet,4.9969377173723185e-5,3.0254989047693966e-5,-0.7238711737885452
yet,4.9969377173723185e-5,3.0254989047693966e-5,-0.7238711737885452
bringing,1.5256137278703096e-4,9.22777165954666e-5,-0.7253355203633649
referred,0.001092250987779613,6.580460117873437e-4,-0.7310440419966693
asap,3.272330894562403e-5,1.9665742881001078e-5,-0.7346339537485774
main,3.272330894562403e-5,1.9665742881001078e-5,-0.7346339537485774
find,1.4106399396829819e-4,8.471396933354311e-5,-0.735677997967985
manner,2.5205792025683374e-5,1.5127494523846983e-5,-0.736582225538099
determined,5.306482531722816e-5,3.1767738500078665e-5,-0.7401934790904781
ice,2.582488165438437e-4,1.5430044414323923e-4,-0.7430195231692414
corner,2.7859033291544782e-5,1.664024397623168e-5,-0.743468611123339
business,7.87128242205551e-5,4.6895233023925646e-5,-0.7471574268402424
type,8.136606548641651e-5,4.840798247631034e-5,-0.7491822623177329
incumbent,2.0341516371604127e-5,1.2101995619077585e-5,-0.7491822623177329
metal,2.0341516371604127e-5,1.2101995619077585e-5,-0.7491822623177329
tried,2.0341516371604127e-5,1.2101995619077585e-5,-0.7491822623177329
sides,3.31655158232676e-5,1.9665742881001078e-5,-0.7539992786155086
employees,2.2994757637465535e-5,1.3614745071462284e-5,-0.7561350229594996
issue,0.001537553313566686,9.046241725260496e-4,-0.7652459837902427
spot,5.925572160423811e-5,3.479323740484806e-5,-0.7681475406614792
road,8.00394448534858e-5,4.6895233023925646e-5,-0.77126988295705
make,3.0910260747285404e-4,1.800171848337791e-4,-0.7799511883282129
person,4.42206877643568e-5,2.571674069053987e-5,-0.782013654785105
base,4.9527170296079615e-5,2.8742239595309267e-5,-0.7850477148747385
salt,5.483365282780243e-5,3.1767738500078665e-5,-0.7874991938688347
program,1.2602896012841688e-4,7.261197371446552e-5,-0.7954759145916678
task,5.5275859705446e-5,3.1767738500078665e-5,-0.7990871681440466
units,6.058234223716882e-5,3.479323740484806e-5,-0.8000904331642337
feel,2.9362536675532917e-4,1.679151892147015e-4,-0.8062438712575387
attention,1.6671199287162514e-4,9.530321550023599e-5,-0.8067610960294676
create,2.387917139275267e-5,1.3614745071462284e-5,-0.810582806981876
proof,2.387917139275267e-5,1.3614745071462284e-5,-0.810582806981876
contacted,9.595889244865425e-5,5.445898028584914e-5,-0.8172465372628868
signs,2.883188842236063e-4,1.6186419140516272e-4,-0.8328814740906504
provide,1.2735558076134757e-4,7.109922426208082e-5,-0.8409564560253945
come,6.235116974774308e-5,3.479323740484806e-5,-0.8416097026025002
causing,3.802979147734685e-5,2.1178492333385777e-5,-0.8445301389052138
going,1.4150620084594175e-4,7.866297152400431e-5,-0.8471086830069898
law,3.537655021148544e-5,1.9665742881001078e-5,-0.8471086830069898
looks,3.272330894562403e-5,1.815299342861638e-5,-0.8501111711685134
spoken,3.0070067679762624e-5,1.664024397623168e-5,-0.85365152887376206
update,6.854206603475303e-5,3.7818736309617454e-5,-0.8578885217602328
ft,3.051227455740619e-5,1.664024397623168e-5,-0.8747131444015914
sewer,5.8371307848950976e-5,3.1767738500078665e-5,-0.877697002840413
allow,1.945710261631699e-5,1.0589246166692888e-5,-0.877697002840413
damage,5.925572160423811e-5,3.1767738500078665e-5,-0.8993920739397319
given,1.0480303000152562e-4,5.597172973823383e-5,-0.9049101895300293
remove,5.912305954094504e-4,3.1465188609601725e-4,-0.9099643382129804
equipment,4.55473083972875e-5,2.420399123815517e-5,-0.9121208334439382
place,1.2823999451663472e-4,6.807372535731142e-5,-0.9136762999459798
ramps,3.139668831269333e-5,1.664024397623168e-5,-0.9159358071281047
several,6.854206603475303e-5,3.630598685723276e-5,-0.916782210813801
thanks,2.0960606000305123e-4,1.1043071002408297e-4,-0.9245389962789617
behind,4.598951527493107e-5,2.420399123815517e-5,-0.926060024401812
n,3.4492136456198305e-5,1.815299342861638e-5,-0.926060024401812
snow,3.108714349834283e-4,1.633769408575474e-4,-0.9281136831697865
added,1.671541997492687e-4,8.77394682383125e-5,-0.9298817353542205
grass,4.3336274009069666e-5,2.2691241785770472e-5,-0.9334395547674097
humps,1.3310427017071397e-4,6.958647480969613e-5,-0.9356780269634091
eversource,1.6538537223869442e-4,8.62267187859278e-5,-0.9396247519836146
able,8.71147548957829e-5,4.5382483571540944e-5,-0.9407815301085776
came,3.4934343333841874e-5,1.815299342861638e-5,-0.9444385537166667
discuss,3.4934343333841874e-5,1.815299342861638e-5,-0.9444385537166667
picture,2.0695281873718983e-4,1.0740521111931358e-4,-0.9462379063394423
continue,2.127015081465562e-4,1.0891796057169827e-4,-0.9655883885884493
paint,2.127015081465562e-4,1.0891796057169827e-4,-0.9655883885884493
tag,1.242601326178426e-4,6.353547700015733e-5,-0.9677292037028854
permit,4.660860490363207e-4,2.3750166402439763e-4,-0.9726587090063075
reset,4.156744649849539e-5,2.1178492333385777e-5,-0.9728542358807531
can,7.225660380695901e-4,3.675981169294817e-4,-0.9750000708006225
droppings,3.272330894562403e-5,1.664024397623168e-5,-0.9756420532523725
amount,3.581875708912901e-5,1.815299342861638e-5,-0.9805078084241885
secure,3.581875708912901e-5,1.815299342861638e-5,-0.9805078084241885
discontinued,2.387917139275267e-5,1.2101995619077585e-5,-0.9805078084241885
weed,2.387917139275267e-5,1.2101995619077585e-5,-0.9805078084241885
homeowner,3.891420523263398e-5,1.9665742881001078e-5,-0.9846122067569247
block,2.6974619536257646e-5,1.3614745071462284e-5,-0.9864326423812936
plan,5.439144595015886e-5,2.722949014292457e-5,-0.9982098101576472
container,2.1225930126891263e-5,1.0589246166692888e-5,-1.0032278849242717
mayor,2.1225930126891263e-5,1.0589246166692888e-5,-1.0032278849242717
bpw,2.3967612768281384e-4,1.1950720673839116e-4,-1.0039885994374884
already,5.377235632145786e-4,2.677566530720916e-4,-1.0059422696213078
unfortunately,9.419006493807998e-5,4.6895233023925646e-5,-1.006133616099683
weekend,2.432137827039624e-5,1.2101995619077585e-5,-1.0069800197853798
process,3.621674327900822e-4,1.800171848337791e-4,-1.0085221845937848
friday,2.40560541438101e-4,1.1950720673839116e-4,-1.0093023993339565
previously,5.483365282780243e-5,2.722949014292457e-5,-1.0098916152052826
responded,1.0701406438974346e-4,5.2946230833464435e-5,-1.015200526590348
stop,3.6703170844416144e-4,1.8152993428616378e-4,-1.0156972368864885
massachusetts,3.979861898792112e-5,1.9665742881001078e-5,-1.0170336844493024
items,8.888358240635716e-5,4.386973411915625e-5,-1.018691002312076
pic,1.7511392354685291e-4,8.62267187859278e-5,-1.0220869121755876
multiple,2.1049047375833836e-4,1.0286696276215948e-4,-1.0329752283183238
safer,7.119530730061445e-5,3.479323740484806e-5,-1.0329752283183238
away,4.9527170296079615e-5,2.420399123815517e-5,-1.032975228318324
enough,3.192733656586561e-4,1.5581319359562391e-4,-1.0349748059646726
holes,9.684330620394139e-5,4.6895233023925646e-5,-1.046211055475018
dept,5.969792848188168e-5,2.8742239595309267e-5,-1.0545083898679652
home,5.969792848188168e-5,2.8742239595309267e-5,-1.0545083898679652
existing,0.0024922779623991493,0.0011996103157410657,-1.054899146866378
lane,4.731613590786177e-5,2.2691241785770472e-5,-1.0601966970533483
top,4.731613590786177e-5,2.2691241785770472e-5,-1.0601966970533483
resolved,0.05089403175487588,0.02438400842298895,-1.0615611778546699
different,2.21103438821784e-5,1.0589246166692888e-5,-1.0621215739778405
permanent,2.21103438821784e-5,1.0589246166692888e-5,-1.0621215739778405
order,2.3436964515109103e-4,1.1194345947646767e-4,-1.0660154900823315
three,1.2072247759669406e-4,5.7484479190618535e-5,-1.0704499337369868
constant,2.8743447046831918e-5,1.3614745071462284e-5,-1.0780631178468618
summer,4.156744649849539e-5,1.9665742881001078e-5,-1.079769439797265
monday,2.4011833456045743e-4,1.1345620892885237e-4,-1.0816100035692005
correct,1.0259199561330777e-4,4.840798247631034e-5,-1.0836013013882921
shelter,3.537655021148544e-5,1.664024397623168e-5,-1.0881167825107847
services,9.021020303928788e-5,4.2356984666771553e-5,-1.0906907261746113
west,2.255255075982197e-5,1.0589246166692888e-5,-1.0906907261746113
cause,1.1010951253324843e-4,5.143348138107974e-5,-1.0981593970784613
water,1.6848082038219942e-4,7.866297152400431e-5,-1.0988277756129499
due,3.117558487387154e-4,1.4522394742893103e-4,-1.1021372528257194
cat,4.55473083972875e-5,2.1178492333385777e-5,-1.104765911386334
informed,3.272330894562403e-5,1.5127494523846983e-5,-1.1131455770023073
underground,2.2994757637465535e-5,1.0589246166692888e-5,-1.1187051023442078
park,4.7050811781275637e-4,2.1632317169101184e-4,-1.1210314049835202
better,2.4365598958160596e-4,1.1194345947646767e-4,-1.1220754492029277
completed,7.955301728807788e-4,3.6457261802471226e-4,-1.1257104412822405
specific,6.942647979004017e-5,3.1767738500078665e-5,-1.1279236323735864
housing,9.286344430514928e-5,4.2356984666771553e-5,-1.1325109018692383
within,6.63310316465352e-5,3.0254989047693966e-5,-1.1325109018692383
shut,2.653241265861408e-5,1.2101995619077585e-5,-1.1325109018692383
seen,2.3436964515109105e-5,1.0589246166692888e-5,-1.1461858387663149
utilities,2.3436964515109105e-5,1.0589246166692888e-5,-1.1461858387663149
gone,4.0240825865564684e-5,1.815299342861638e-5,-1.1484524457382597
information,9.321720980726414e-4,4.190315983105614e-4,-1.153537291848746
end,7.075310042297087e-5,3.1767738500078665e-5,-1.1552309783693218
made,8.105652067206601e-4,3.615471191199429e-4,-1.164744568819857
removing,3.4049929578554735e-5,1.5127494523846983e-5,-1.1704787520682587
number,3.205999862915868e-4,1.4219844852416164e-4,-1.1728686394853791
concerns,2.1889240443356616e-4,9.681596495262068e-5,-1.176905021227692
box,2.1933461131120973e-4,9.681596495262068e-5,-1.1798166166475952
unit,4.1125239620851824e-5,1.815299342861638e-5,-1.1798166166475952
driveways,2.7416826413901216e-5,1.2101995619077585e-5,-1.1798166166475952
schools,2.0783723249247697e-5,9.07649671430819e-6,-1.1952466572172011
inspections,1.286822013942783e-4,5.597172973823383e-5,-1.201042283540054
please,0.0032219193105110363,0.0013977804940034611,-1.2047825445874445
reaching,8.401930675227791e-5,3.630598685723276e-5,-1.2105134138705114
permits,1.0878289190031772e-4,4.6895233023925646e-5,-1.2139385012130846
dial,2.7814812603780425e-4,1.1950720673839116e-4,-1.2187557649629062
cleared,1.6582757911633798e-4,7.109922426208082e-5,-1.2217782399663255
duplicate,0.0032935568246892943,0.0014083697401701541,-1.2256203062607196
complaints,3.891420523263398e-5,1.664024397623168e-5,-1.2256203062607198
condition,2.8301240169188352e-5,1.2101995619077585e-5,-1.2256203062607198
beacon,2.4763585148039807e-5,1.0589246166692888e-5,-1.2256203062607198
improvements,2.4763585148039807e-5,1.0589246166692888e-5,-1.2256203062607198
onsite,2.1225930126891263e-5,9.07649671430819e-6,-1.2256203062607198
situation,1.1718482257554551e-4,4.9920731928695044e-5,-1.2310747363528278
available,8.180827236406008e-5,3.479323740484806e-5,-1.233439810720019
sincerely,3.236954344350918e-4,1.3766020016700754e-4,-1.233525504346066
washington,3.935641211027755e-5,1.664024397623168e-5,-1.2419221185898204
walking,3.581875708912901e-5,1.5127494523846983e-5,-1.2435422142579822
wipe,3.228110206798046e-5,1.3614745071462284e-5,-1.2455198636984246
check,1.1851144320847622e-4,4.9920731928695044e-5,-1.2473153773600387
glass,2.98931849287052e-4,1.2555820454792995e-4,-1.2514603111959797
located,1.3000882202720898e-4,5.445898028584914e-5,-1.2553676496547717
sidewalks,8.667254801813933e-5,3.630598685723276e-5,-1.2553676496547719
accordingly,4.3336274009069666e-5,1.815299342861638e-5,-1.2553676496547719
created,7.959723797584224e-5,3.328048795246336e-5,-1.2580417839530973
regards,3.626096396677258e-5,1.5127494523846983e-5,-1.2612442159914412
crew,3.5288108835956726e-4,1.4673669688131574e-4,-1.265952400295938
button,5.8371307848950976e-5,2.420399123815517e-5,-1.2700144256191732
detail,2.9185653924475488e-5,1.2101995619077585e-5,-1.2700144256191732
hanging,2.9185653924475488e-5,1.2101995619077585e-5,-1.2700144256191732
years,7.694399670998082e-5,3.1767738500078665e-5,-1.2762463793306875
website,5.129599780665389e-5,2.1178492333385777e-5,-1.2762463793306877
goes,2.5647998903326944e-5,1.0589246166692888e-5,-1.2762463793306877
ped,2.5647998903326944e-5,1.0589246166692888e-5,-1.2762463793306877
state,1.4725489025530815e-4,6.050997809538793e-5,-1.2830705784446197
garbage,3.31655158232676e-5,1.3614745071462284e-5,-1.2845139953142883
couple,2.21103438821784e-5,9.07649671430819e-6,-1.2845139953142883
look,2.2287226633235826e-4,9.076496714308189e-5,-1.296009634152118
assigned,4.466289464200037e-5,1.815299342861638e-5,-1.2988692882913584
spoke,3.020272974305569e-4,1.2253270564316056e-4,-1.3015120716661854
present,5.969792848188168e-5,2.420399123815517e-5,-1.3024359033115507
buttons,3.3607722700911165e-5,1.3614745071462284e-5,-1.3036228182619929
public,5.005781854925189e-4,2.0270842661954957e-4,-1.3041893586348297
email,2.803591604260221e-4,1.1345620892885237e-4,-1.3051406459042463
approximately,4.864275654079248e-5,1.9665742881001078e-5,-1.3065403016442874
rd,1.0480303000152562e-4,4.2356984666771553e-5,-1.3070086331013748
request,0.0026293620944686552,0.0010619501155740582,-1.3079968338638033
rest,3.0070067679762624e-5,1.2101995619077585e-5,-1.3130831475110594
door,2.9495198738825986e-4,1.1799445728600646e-4,-1.3217610385830567
april,3.4049929578554735e-5,1.3614745071462284e-5,-1.322481845513309
heavy,3.4049929578554735e-5,1.3614745071462284e-5,-1.322481845513309
proper,8.71147548957829e-5,3.479323740484806e-5,-1.324110169660083
installation,2.2994757637465535e-5,9.07649671430819e-6,-1.341097523680656
needed,2.914143323671113e-4,1.1496895838123707e-4,-1.3418274478251861
crm,8.490372050756505e-5,3.328048795246336e-5,-1.3511511883445788
alerted,4.643172215257464e-5,1.815299342861638e-5,-1.3549033232056864
constituents,3.4934343333841874e-5,1.3614745071462284e-5,-1.3594760529955106
posting,3.4934343333841874e-5,1.3614745071462284e-5,-1.3594760529955106
submit,3.418259164184781e-4,1.3312195180985344e-4,-1.3605132915482703
moving,7.782841046526796e-5,3.0254989047693966e-5,-1.3631238300106545
intersection,3.8604660418283486e-4,1.4976219578608513e-4,-1.3661015298105503
slated,2.3436964515109105e-5,9.07649671430819e-6,-1.368578260102763
passage,8.667254801813933e-5,3.328048795246336e-5,-1.3808985317386309
couldn,2.7859033291544782e-5,1.0589246166692888e-5,-1.395545307703032
weather,2.7859033291544782e-5,1.0589246166692888e-5,-1.395545307703032
lot,1.0347640936859491e-4,3.9331485762002156e-5,-1.3955453077030322
helpline,2.387917139275267e-5,9.07649671430819e-6,-1.3955453077030322
rect,1.989930949396056e-5,7.5637472619234916e-6,-1.3955453077030322
roxbury,1.989930949396056e-5,7.5637472619234916e-6,-1.3955453077030322
week,1.9987750869489274e-4,7.563747261923491e-5,-1.4019430789011829
system,1.3619971831421894e-4,5.143348138107974e-5,-1.4049440057052818
inside,9.640109932629782e-5,3.630598685723276e-5,-1.40884213031649
back,5.717734927931334e-4,2.1481042223862716e-4,-1.412379746566292
north,3.228110206798046e-5,1.2101995619077585e-5,-1.415444865140737
org,3.228110206798046e-5,1.2101995619077585e-5,-1.415444865140737
damaged,9.286344430514928e-5,3.479323740484806e-5,-1.4163038678698296
areas,8.490372050756505e-5,3.1767738500078665e-5,-1.4182653842031157
insufficient,2.8301240169188352e-5,1.0589246166692888e-5,-1.4182653842031157
posted,1.6228992409518945e-4,6.050997809538793e-5,-1.4233284642165702
ensure,1.0568744375681276e-4,3.9331485762002156e-5,-1.4260473961003763
ms,2.0341516371604127e-5,7.5637472619234916e-6,-1.4272541674303703
submitted,2.2419888696528897e-4,8.32012198811584e-5,-1.4301025297394008
belong,3.6703170844416147e-5,1.3614745071462284e-5,-1.4307347361653324
leg,2.4763585148039807e-5,9.07649671430819e-6,-1.448012727597168
flag,2.0783723249247697e-5,7.5637472619234916e-6,-1.4582810630509948
installing,2.0783723249247697e-5,7.5637472619234916e-6,-1.4582810630509948
include,7.915503109819867e-5,2.8742239595309267e-5,-1.4615085700813908
map,7.915503109819867e-5,2.8742239595309267e-5,-1.4615085700813908
night,8.357709987463435e-5,3.0254989047693966e-5,-1.46593463559443
later,2.5205792025683374e-5,9.07649671430819e-6,-1.4735478197043053
want,3.802979147734685e-5,1.3614745071462284e-5,-1.4819600595205054
don,8.048165173112937e-5,2.8742239595309267e-5,-1.4854874330158305
works,3.351928132538245e-4,1.1950720673839116e-4,-1.4878935962547086
name,2.1225930126891263e-5,7.5637472619234916e-6,-1.4886547120945135
inspection,0.00201027246576766,7.155304909779623e-4,-1.4903059017391724
two,1.795359923232886e-4,6.353547700015733e-5,-1.4986388006671356
accurate,2.5647998903326944e-5,9.07649671430819e-6,-1.4986388006671358
ended,2.5647998903326944e-5,9.07649671430819e-6,-1.4986388006671358
treating,2.5647998903326944e-5,9.07649671430819e-6,-1.4986388006671358
told,3.4492136456198305e-5,1.2101995619077585e-5,-1.5110225251229683
legal,2.609020578097051e-5,9.07649671430819e-6,-1.5233008549014049
yesterday,1.0480303000152562e-4,3.630598685723276e-5,-1.5294010544378227
normal,1.1806923633083265e-4,4.084423521438685e-5,-1.5314287357848053
cleaned,7.747464496315311e-4,2.677566530720916e-4,-1.5328018157788956
attached,1.932444055302392e-4,6.656097590492672e-5,-1.537678157124021
ill,2.21103438821784e-5,7.5637472619234916e-6,-1.547548401148082
still,1.8130481983386288e-4,6.202272754777262e-5,-1.5475484011480822
space,4.9084963418436045e-5,1.664024397623168e-5,-1.5606045539735285
inconvenience,4.4309129139885514e-4,1.4976219578608513e-4,-1.5649304793763186
lines,3.581875708912901e-5,1.2101995619077585e-5,-1.5654703091453446
catch,2.6974619536257646e-5,9.07649671430819e-6,-1.5713951431024498
constituent,4.7404577283390487e-4,1.588386925003933e-4,-1.5774639790523697
privately,3.183889519033689e-5,1.0589246166692888e-5,-1.5881903856454278
properly,3.3696164076439883e-4,1.1194345947646767e-4,-1.5898141281250924
understanding,7.782841046526796e-5,2.571674069053987e-5,-1.5975890836476776
tight,3.6703170844416147e-5,1.2101995619077585e-5,-1.6006597376076448
emergency,4.598951527493107e-5,1.5127494523846983e-5,-1.6041319295144496
e,1.932444055302392e-4,6.353547700015733e-5,-1.6047923529825578
access,1.8086261295621931e-4,5.899722864300323e-5,-1.6161751203402204
cars,7.429075544411942e-5,2.420399123815517e-5,-1.61793772903948
checking,2.7859033291544782e-5,9.07649671430819e-6,-1.61793772903948
violations,8.06585344821868e-4,2.571674069053987e-4,-1.6491193842877596
provided,1.7644054417978363e-4,5.597172973823383e-5,-1.6564118768541158
maintenance,1.339886839260011e-4,4.2356984666771553e-5,-1.6614393676760664
focus,2.8743447046831918e-5,9.07649671430819e-6,-1.6630256185680181
household,2.8743447046831918e-5,9.07649671430819e-6,-1.6630256185680181
ten,3.847199835499041e-5,1.2101995619077585e-5,-1.668563802109448
way,3.1131364186107185e-4,9.681596495262068e-5,-1.6850519248980171
also,3.0335391806348767e-4,9.379046604785129e-5,-1.693488762046657
company,1.8174702671150644e-4,5.597172973823383e-5,-1.699161524313453
hour,7.384854856647586e-5,2.2691241785770472e-5,-1.7024340031262537
anything,3.4492136456198305e-5,1.0589246166692888e-5,-1.7036676030653641
owned,6.411999725831736e-5,1.9665742881001078e-5,-1.7050896781345621
relating,8.446151362992149e-5,2.571674069053987e-5,-1.7155862930461292
context,3.979861898792112e-5,1.2101995619077585e-5,-1.7174734025903948
go,3.8604660418283486e-4,1.1648170783362177e-4,-1.7286716091952585
cooperation,9.065240991693144e-5,2.722949014292457e-5,-1.7351754043238536
one,4.1921212000610246e-4,1.2555820454792995e-4,-1.7393241238120543
invalid,0.0025824881654384372,7.730149701685808e-4,-1.740193479090478
morning,2.127015081465562e-4,6.353547700015733e-5,-1.7431959672520014
address,9.30403270562067e-4,2.768331497863998e-4,-1.7488394572689794
walkway,2.0341516371604127e-5,6.050997809538793e-6,-1.7491822623177329
served,3.581875708912901e-5,1.0589246166692888e-5,-1.7581153870877404
dec,0.004142151822887301,0.0012223015575268362,-1.760780173330422
protected,2.5647998903326944e-5,7.5637472619234916e-6,-1.7616732065009297
sorry,2.9760522865412124e-4,8.77394682383125e-5,-1.7621020057434646
eform,1.848424748550114e-4,5.445898028584914e-5,-1.76305443689929
bird,5.6602480338376704e-5,1.664024397623168e-5,-1.7661886876234227
apr,0.004210693888922055,0.0012313780542411443,-1.7737842355508109
needs,2.127015081465562e-4,6.202272754777262e-5,-1.7779613854126781
changed,1.6096330346225874e-4,4.6895233023925646e-5,-1.7792186360725408
limit,2.0783723249247697e-5,6.050997809538793e-6,-1.7802091579383572
officers,2.0783723249247697e-5,6.050997809538793e-6,-1.7802091579383572
ok,2.0783723249247697e-5,6.050997809538793e-6,-1.7802091579383572
